一级规格	二级规格	三级规格	四级规格	规格描述	锐捷N18E-XB	锐捷N18E-HCA	华为MA5800G	差异	控标说明	锐捷参考位置	华为参考章节
Interface Features	Mirror	超融合保护组作为镜像源端口			❌ 不支持	❌ 不支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Interface Features
Interface Features	Mirror	超融合保护组作为镜像目的端口			❌ 不支持	❌ 不支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Interface Features
Interface Features	Mirror	AP口作为镜像源端口			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Interface Features
Interface Features	Mirror	AP口作为镜像目的端口			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Interface Features
Interface Features	Mirror	AP成员口支持镜像			❌ 不支持	❌ 不支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Interface Features
Interface Features	Mirror	物理口作为镜像源端口			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Interface Features
Interface Features	Mirror	物理口作为镜像目的端口			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Interface Features
Interface Features	Mirror	ERSPAN	支持此特性：镜像流支持Hash到多个出接口，降低水位。即AP与ECMP均衡支持根据GRE隧道内测信息进行哈希，防止均哈希到一个出口	支持此特性：镜像流支持Hash到多个出接口，降低水位。即AP与ECMP均衡支持根据GRE隧道内测信息进行哈希，防止均哈希到一个出口	❌ 不支持	❌ 不支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Interface Features
Interface Features	Mirror	ERSPAN支持三层子接口			❌ 不支持	❌ 不支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Interface Features
Interface Features	Mirror	ERSPAN支持全局下发	支持全局下发（可不指定源端口）。	支持全局下发（可不指定源端口）。	❌ 不支持	❌ 不支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Interface Features
Interface Features	Mirror	ERSPAN支持按照采样比例镜像部分流量，基于镜像会话生效	支持按照采样比例镜像部分流量，基于镜像会话生效，比例支持100:1	支持按照采样比例镜像部分流量，基于镜像会话生效，比例支持100:1	❌ 不支持	❌ 不支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Interface Features
Interface Features	Mirror	ERSPAN支持按照采样比例镜像部分流量，基于镜像源接口生效	ERSPAN支持按照采样比例镜像部分流量，基于镜像源接口生效	ERSPAN支持按照采样比例镜像部分流量，基于镜像源接口生效	❌ 不支持	❌ 不支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Interface Features
Interface Features	Mirror	ERSPAN支持配置DSCP	修改报文的dscp值，源设备QoS不支持对DSCP值生效	修改报文的dscp值，源设备QoS不支持对DSCP值生效	✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Interface Features
Interface Features	Mirror	RSPAN			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Interface Features
Interface Features	Mirror	VLAN过滤镜像(RX方向)			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Interface Features
Interface Features	Mirror	三层子接口支持镜像			❌ 不支持	❌ 不支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Interface Features
Interface Features	Mirror	基于VLAN的镜像(RX方向)			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Interface Features
Interface Features	Mirror	基于VLAN的镜像(TX方向)			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Interface Features
Interface Features	Mirror	基于反射口的一对多镜像			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Interface Features
Interface Features	Mirror	基于流出口组的一对多镜像			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Interface Features
Interface Features	Mirror	基于流的镜像(RX方向)	支持对IPv6流量进行镜像	支持对IPv6流量进行镜像	✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Interface Features
Interface Features	Mirror	基于流的镜像(TX方向)			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Interface Features
Interface Features	Mirror	多对一镜像			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Interface Features
Interface Features	Mirror	支持CPU镜像			❌ 不支持	❌ 不支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Interface Features
Interface Features	Mirror	支持N:1的远程端口镜像（ERSPAN）			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Interface Features
Interface Features	Mirror	支持基于ACL过滤流进行远程端口镜像（ERSPAN）			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Interface Features
Interface Features	Mirror	支持基于ACL过滤的本地端口镜像			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Interface Features
Interface Features	Mirror	支持目的口的交换功能			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Interface Features
Interface Features	Mirror	支持跨设备镜像	盒式和箱式VSU下镜像源和目的不同设备	盒式和箱式VSU下镜像源和目的不同设备	✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Interface Features
Interface Features	Mirror	支持配置镜像源接口RX，TX和Both方向			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Interface Features
Interface Features	Mirror	支持镜像口的封装功能			❌ 不支持	❌ 不支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Interface Features
Interface Features	RS485总线	传输模式配置	支持作为TCP server	支持作为TCP server	❌ 不支持	❌ 不支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Interface Features
Interface Features	RS485总线	支持modbus协议	支持modbus RTU	支持modbus RTU	❌ 不支持	❌ 不支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Interface Features
Interface Features	RS485总线	支持RS485协议		支持RS485数据传输	❌ 不支持	❌ 不支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Interface Features
Interface Features	RS485总线	支持RS485转IP报文传输		支持RS485和以太网口之间传输	❌ 不支持	❌ 不支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Interface Features
Interface Features	RS485总线	支持VSU	支持主机下使用	支持主机下使用	❌ 不支持	❌ 不支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Interface Features
Interface Features	RS485总线	支持配置RS485接口		配置串口属性	❌ 不支持	❌ 不支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Interface Features
Interface Features	基本特性	三层口(SVI/物理口)支持IPv4/IPv6流量统计	能够通过CLI、SNMP读取，单播、组播支持区分IPv4/IPv6类型	能够通过CLI、SNMP读取，单播、组播支持区分IPv4/IPv6类型	✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Interface Features
Interface Features	基本特性	支持接口名称显示去空格	支持show命令显示，接口去空格	支持show命令显示，接口去空格	✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Interface Features
Interface Features	基本特性	支持端口description配置			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Interface Features
Interface Features	三层子接口	子接口支持PBR			✅ 支持	❌ 不支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Interface Features
Interface Features	三层子接口	支持三层子接口			✅ 支持	❌ 不支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Interface Features
Interface Features	三层子接口	支持子接口QoS			✅ 支持	❌ 不支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Interface Features
Interface Features	三层子接口	支持查看子接口IPv4/IPv6流量信息			✅ 支持	❌ 不支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Interface Features
IP Application Protocol Features	1588v2	PTP非对称延迟校正配置			❌ 不支持	❌ 不支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / IP Application Protocol Features
IP Application Protocol Features	1588v2	支持1588v2使能			❌ 不支持	❌ 不支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / IP Application Protocol Features
IP Application Protocol Features	1588v2	支持1588v2时钟源配置			❌ 不支持	❌ 不支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / IP Application Protocol Features
IP Application Protocol Features	1588v2	支持PTP报文属性配置			❌ 不支持	❌ 不支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / IP Application Protocol Features
IP Application Protocol Features	1588v2	支持PTP时钟模式设置		支持TC和BC	❌ 不支持	❌ 不支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / IP Application Protocol Features
IP Application Protocol Features	1588v2	支持三层PTP封装			❌ 不支持	❌ 不支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / IP Application Protocol Features
IP Application Protocol Features	1588v2	支持二层PTP封装			❌ 不支持	❌ 不支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / IP Application Protocol Features
IP Application Protocol Features	DHCPv4 Client	DHCP Client			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / IP Application Protocol Features
IP Application Protocol Features	DHCPv4 Client	DHCP Client支持Option 43			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / IP Application Protocol Features
IP Application Protocol Features	DHCPv4 Relay	DHCP OPTION82支持自定义字段的功能			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / IP Application Protocol Features
IP Application Protocol Features	DHCPv4 Relay	DHCP Relay	DHCP Relay支持secondary ip	DHCP Relay支持secondary ip	✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / IP Application Protocol Features
IP Application Protocol Features	DHCPv4 Relay	DHCP二次Relay			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / IP Application Protocol Features
IP Application Protocol Features	DHCPv4 Relay	Option 82			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / IP Application Protocol Features
IP Application Protocol Features	DHCPv4 Relay	Relay指定源功能指定源IP			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / IP Application Protocol Features
IP Application Protocol Features	DHCPv4 Relay	UDP_HELPER	对广播报文的中继		✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / IP Application Protocol Features
IP Application Protocol Features	DHCPv4 Relay	支持源进源出	支持报文源进源出(单播报文支持，广播报文不支持)	支持报文源进源出(单播报文支持，广播报文不支持)	✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / IP Application Protocol Features
IP Application Protocol Features	DHCPv4 Server	DHCP Server			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / IP Application Protocol Features
IP Application Protocol Features	DHCPv4 Server	DHCP Server支持设置地址池告警阈值（超过阈值后SYSLOG告警）			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / IP Application Protocol Features
IP Application Protocol Features	DHCPv4 Server	DHCP Server支持ICMP的地址冲突检测			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / IP Application Protocol Features
IP Application Protocol Features	DHCPv4 Server	DHCP Server支持OPTION138			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / IP Application Protocol Features
IP Application Protocol Features	DHCPv4 Server	DHCP Server支持OPTION43			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / IP Application Protocol Features
IP Application Protocol Features	DHCPv4 Server	DHCP Server支持Option82			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / IP Application Protocol Features
IP Application Protocol Features	DHCPv4 Server	DHCP Server支持同VRRP联动			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / IP Application Protocol Features
IP Application Protocol Features	DHCPv4 Server	DHCP Server支持大地址池			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / IP Application Protocol Features
IP Application Protocol Features	DHCPv4 Server	DHCP Server支持逐条地址分配日志			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / IP Application Protocol Features
IP Application Protocol Features	DHCPv4 Server	DHCP Server支持绑定表项存储固化		整机重启后表项恢复不变	✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / IP Application Protocol Features
IP Application Protocol Features	DHCPv4 Snooping	DHCP Snooping	支持添加、删除、查询、更新表项API接口(SNP方案）	支持添加、删除、查询、更新表项API接口(SNP方案）	Y（极简X方案网关模式不支持）	Y（极简X方案网关模式不支持）	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / IP Application Protocol Features
IP Application Protocol Features	DHCPv4 Snooping	支持GIADDR检测功能			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / IP Application Protocol Features
IP Application Protocol Features	DHCPv4 Snooping	支持IP、MAC的绑定表(ip source guard)			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / IP Application Protocol Features
IP Application Protocol Features	DHCPv4 Snooping	支持Option82			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / IP Application Protocol Features
IP Application Protocol Features	DHCPv4 Snooping	支持信任口的设置			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / IP Application Protocol Features
IP Application Protocol Features	DHCPv4 Snooping	支持绑定到VLAN			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / IP Application Protocol Features
IP Application Protocol Features	DHCPv4 Snooping	支持绑定到逻辑端口（包括物理接口、AP）			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / IP Application Protocol Features
IP Application Protocol Features	DHCPv4 Snooping	绑定数据库支持硬盘备份			❌ 不支持	❌ 不支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / IP Application Protocol Features
IP Application Protocol Features	DHCPv4 Snooping	DHCPv4 Snooping支持例外VLAN			Y（仅极简X方案场景支持）	Y（仅极简X方案场景支持）	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / IP Application Protocol Features
IP Application Protocol Features	DHCPv6 Snooping	DHCPv6 Snooping支持例外VLAN			Y（仅极简X方案场景支持）	Y（仅极简X方案场景支持）	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / IP Application Protocol Features
IP Application Protocol Features	DHCPv6 Client	DHCPv6 Client			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / IP Application Protocol Features
IP Application Protocol Features	DHCPv6 Relay	DHCPv6 Relay	dhcpv6 relay支持指定端口发包	dhcpv6 relay支持指定端口发包	✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / IP Application Protocol Features
IP Application Protocol Features	DHCPv6 Relay	支持option 18			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / IP Application Protocol Features
IP Application Protocol Features	DHCPv6 Relay	支持option 37			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / IP Application Protocol Features
IP Application Protocol Features	DHCPv6 Relay	支持option 79			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / IP Application Protocol Features
IP Application Protocol Features	DHCPv6 Server	DHCPv6 Server			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / IP Application Protocol Features
IP Application Protocol Features	DHCPv6 Server	DHCPv6 Server支持Option 52			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / IP Application Protocol Features
IP Application Protocol Features	DHCPv6 Server	DHCPv6 Server支持同VRRP联动			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / IP Application Protocol Features
IP Application Protocol Features	DHCPv6 Server	DHCPv6支持地址排除			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / IP Application Protocol Features
IP Application Protocol Features	DHCPv6 Server	DHCPv6 Server支持全局地址池			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / IP Application Protocol Features
IP Application Protocol Features	DHCPv4 Server	DHCP Server支持全局地址池			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / IP Application Protocol Features
IP Application Protocol Features	DHCPv6 Snooping	DHCPv6 Snooping			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / IP Application Protocol Features
IP Application Protocol Features	DHCPv6 Snooping	DHCPv6 Snooping支持信任口的设置			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / IP Application Protocol Features
IP Application Protocol Features	DHCPv6 Snooping	支持IPv6、MAC的绑定表(ipv6 source guard)			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / IP Application Protocol Features
IP Application Protocol Features	DNS Client	DNS Client			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / IP Application Protocol Features
IP Application Protocol Features	DNS Proxy	支持代理解析			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / IP Application Protocol Features
IP Application Protocol Features	DNS Proxy	支持静态解析			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / IP Application Protocol Features
IP Application Protocol Features	DNS Snooping	支持dns-snooping			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / IP Application Protocol Features
IP Application Protocol Features	DNS Snooping	支持配置免认证APP			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / IP Application Protocol Features
IP Application Protocol Features	DNS Snooping	支持配置免认证URL			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / IP Application Protocol Features
IP Application Protocol Features	DNSv6 Client	DNSv6 Client			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / IP Application Protocol Features
IP Application Protocol Features	FTP	FTP Client			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / IP Application Protocol Features
IP Application Protocol Features	FTP	FTP Client支持指定源接口			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / IP Application Protocol Features
IP Application Protocol Features	FTP	FTP Server			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / IP Application Protocol Features
IP Application Protocol Features	FTPv6	FTPv6 Client			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / IP Application Protocol Features
IP Application Protocol Features	FTPv6	FTPv6 Server			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / IP Application Protocol Features
IP Application Protocol Features	ND Snooping	ND Snooping			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / IP Application Protocol Features
IP Application Protocol Features	NTP	NTP Client			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / IP Application Protocol Features
IP Application Protocol Features	NTP	NTP Server	支持对NTP request过滤	支持对NTP request过滤	✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / IP Application Protocol Features
IP Application Protocol Features	NTP	NTP Server指定源接口			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / IP Application Protocol Features
IP Application Protocol Features	NTP	Supporting version(v1/v2/v3/v4)			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / IP Application Protocol Features
IP Application Protocol Features	NTP	支持对等体模式			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / IP Application Protocol Features
IP Application Protocol Features	NTP	支持广播模式			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / IP Application Protocol Features
IP Application Protocol Features	NTPv6	NTPv4.0支持IPv6			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / IP Application Protocol Features
IP Application Protocol Features	NTPv6	NTPv6 Client			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / IP Application Protocol Features
IP Application Protocol Features	NTPv6	NTPv6 Server			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / IP Application Protocol Features
IP Application Protocol Features	OpenFlow	OpenFlow Special 1.0			❌ 不支持	❌ 不支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / IP Application Protocol Features
IP Application Protocol Features	OpenFlow	OpenFlow Special 1.0同时只能与一台控制器建立连接			❌ 不支持	❌ 不支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / IP Application Protocol Features
IP Application Protocol Features	OpenFlow	OpenFlow Special 1.3			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / IP Application Protocol Features
IP Application Protocol Features	OpenFlow	OpenFlow Special 1.3同时只能与3台控制器建立连接			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / IP Application Protocol Features
IP Application Protocol Features	OpenFlow	支持SDN VXLAN			✅ 支持	❌ 不支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / IP Application Protocol Features
IP Application Protocol Features	OpenFlow	支持所有协议定义的流表解析			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / IP Application Protocol Features
IP Application Protocol Features	OpenFlow	支持指定的报文送控制器			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / IP Application Protocol Features
IP Application Protocol Features	OpenFlow	支持配置控制器IP地址和端口			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / IP Application Protocol Features
IP Application Protocol Features	OpenFlow	端口状态变化信息通知控制器			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / IP Application Protocol Features
IP Application Protocol Features	SNTP	SNTP Client			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / IP Application Protocol Features
IP Application Protocol Features	TFTP	TFTP Client			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / IP Application Protocol Features
IP Application Protocol Features	TFTP	TFTP Client 支持指定源接口			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / IP Application Protocol Features
IP Application Protocol Features	TFTP	TFTP Server			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / IP Application Protocol Features
IP Application Protocol Features	TFTPv6	TFTPv6 Client			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / IP Application Protocol Features
IP Application Protocol Features	TFTPv6	TFTPv6 Server			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / IP Application Protocol Features
Layer 2 Features	G.8032	G.8032支持相交环			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Layer 2 Features
Layer 2 Features	G.8032	G.8032支持相切环			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Layer 2 Features
